Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of India",23288884,30036625,53325509,475609.51,42148260,"(A) Public Sector Banks","2016-04-06"
"State Bank of India",5869897,998735,6868632,93577.88,3591583,"(B) Regional Rural Bank","2016-04-06"
"State Bank of India",23361588,30101238,53462826,475619.49,42203298,"(A) Public Sector Banks","2016-04-13"
"State Bank of India",5887254,1000721,6887975,98943.9,3592934,"(B) Regional Rural Bank","2016-04-13"
"State Bank of India",23436457,30166737,53603194,475632.14,42260213,"(A) Public Sector Banks","2016-04-20"
"State Bank of India",5897040,1004990,6902030,99537.17,3593460,"(B) Regional Rural Bank","2016-04-20"
"State Bank of India",23487990,30211686,53699676,475641.05,42301467,"(A) Public Sector Banks","2016-04-27"
"State Bank of India",5910127,1007831,6917958,95829.3,3593369,"(B) Regional Rural Bank","2016-04-27"
"State Bank of India",23562940,30278023,53840963,475668.73,42351569,"(A) Public Sector Banks","2016-05-04"
"State Bank of India",5928001,1011241,6939242,96563.42,3594232,"(B) Regional Rural Bank","2016-05-04"
"State Bank of India",23614001,30332419,53946420,475681.17,42393851,"(A) Public Sector Banks","2016-05-11"
"State Bank of India",5962433,1013918,6976351,98800.7,3595065,"(B) Regional Rural Bank","2016-05-11"
"State Bank of India",23614001,30332419,53946420,475681.17,42393851,"(A) Public Sector Banks","2016-05-18"
"State Bank of India",5999214,1017150,7016364,101163.36,3596011,"(B) Regional Rural Bank","2016-05-18"
"State Bank of India",23747656,30462340,54209996,499667.16,42493477,"(A) Public Sector Banks","2016-05-25"
"State Bank of India",6022634,1019596,7042230,102682.01,3596613,"(B) Regional Rural Bank","2016-05-25"
"State Bank of India",23806005,30510955,54316960,499676.91,42528827,"(A) Public Sector Banks","2016-06-01"
"State Bank of India",6050404,1022767,7073171,114804.24,3603884,"(B) Regional Rural Bank","2016-06-01"
"State Bank of India",9727496,14167881,23895377,73752.73,21071927,"(A) Public Sector Banks","2015-01-21"
"State Bank of India",3342773,577185,3919958,20131.44,1512143,"(B) Regional Rural Bank","2015-01-21"
"State Bank of India",15108876,21430005,36538881,143250.06,32942195,"(A) Public Sector Banks","2015-05-27"
"State Bank of India",4536292,773319,5309611,42823.21,2628602,"(B) Regional Rural Bank","2015-05-27"
"State Bank of India",18896723,25567845,44464568,293196.95,38428135,"(A) Public Sector Banks","2015-09-30"
"State Bank of India",5159979,888638,6048617,58220.68,3251411,"(B) Regional Rural Bank","2015-09-30"
"State Bank of India",21981991,28783578,50765569,362522.77,41054550,"(A) Public Sector Banks","2016-02-03"
"State Bank of India",5638415,970830,6609245,79979.98,3547068,"(B) Regional Rural Bank","2016-02-03"
"State Bank of India",23857858,30558991,54416849,499688.35,42570960,"(A) Public Sector Banks","2016-06-08"
"State Bank of India",6080284,1027053,7107337,106185.92,3604703,"(B) Regional Rural Bank","2016-06-08"
"State Bank of India",32104982,37914872,70019854,681681.91,49192770,"(A) Public Sector Banks","2016-10-12"
"State Bank of India",6574934,1208470,7783404,126337.39,3074699,"(B) Regional Rural Bank","2016-10-12"
"State Bank of India",37288100,45314770,82602870,1051475.76,56579459,"(A) Public Sector Banks","2017-02-15"
"State Bank of India",6901875,1124347,8026222,153260.78,3850856,"(B) Regional Rural Bank","2017-02-15"
"State Bank of India",44499449,54497244,98996693,1362866.04,69463873,"(A) Public Sector Banks","2017-06-21"
"State Bank of India",10111966,2000285,12112251,263183.56,6147557,"(B) Regional Rural Bank","2017-06-21"
"State Bank of India",47214468,57830914,105045382,1390656.81,70314976,"(A) Public Sector Banks","2017-10-25"
"State Bank of India",10504280,2165667,12669947,262651.79,6230997,"(B) Regional Rural Bank","2017-10-25"
"State Bank of India",44403353,60672472,105075825,1636443.97,70324595,"(A) Public Sector Banks","2018-02-28"
"State Bank of India",10844778,2177415,13022193,282073.06,6388495,"(B) Regional Rural Bank","2018-02-28"
"State Bank of India",44403353,60672472,105075825,1809737.57,70325595,"(A) Public Sector Banks","2018-07-11"
"State Bank of India",10319473,3078956,13398429,318355.04,6402451,"(B) Regional Rural Bank","2018-07-11"
"State Bank of India",23911041,30603722,54514763,499698.78,42609120,"(A) Public Sector Banks","2016-06-15"
"State Bank of India",6098268,1030328,7128596,107677.53,3772135,"(B) Regional Rural Bank","2016-06-15"
"State Bank of India",23991552,30675564,54667116,519825.95,42661241,"(A) Public Sector Banks","2016-06-22"
"State Bank of India",6080033,956254,7036287,108354.87,3735140,"(B) Regional Rural Bank","2016-06-22"
"State Bank of India",24087161,30752203,54839364,519837.61,42716061,"(A) Public Sector Banks","2016-06-29"
"State Bank of India",6125604,1067833,7193437,110477.4,3771993,"(B) Regional Rural Bank","2016-06-29"
"State Bank of India",24197348,30845622,55042970,519862.45,42778858,"(A) Public Sector Banks","2016-07-06"
"State Bank of India",6141732,1070080,7211812,112075.38,3775944,"(B) Regional Rural Bank","2016-07-06"
"State Bank of India",24336849,30969921,55306770,547291.12,42864259,"(A) Public Sector Banks","2016-07-13"
"State Bank of India",6238521,1073766,7312287,116216.03,3779182,"(B) Regional Rural Bank","2016-07-13"
"State Bank of India",24508335,31126385,55634720,547308.38,42970134,"(A) Public Sector Banks","2016-07-20"
"State Bank of India",6281982,1095235,7377217,117469.96,3762625,"(B) Regional Rural Bank","2016-07-20"
"State Bank of India",24610029,31213791,55823820,553429.94,43020286,"(A) Public Sector Banks","2016-07-27"
"State Bank of India",5791213,1027935,6819148,117645.44,3765361,"(B) Regional Rural Bank","2016-07-27"
"State Bank of India",24843086,31439341,56282427,554387.46,43175182,"(A) Public Sector Banks","2016-08-03"
"State Bank of India",6365333,1132040,7497373,118958.13,3805701,"(B) Regional Rural Bank","2016-08-03"
"State Bank of India",28613576,34701780,63315356,616631.58,46646665,"(A) Public Sector Banks","2016-08-10"
"State Bank of India",6393954,1149312,7543266,119942.77,3809418,"(B) Regional Rural Bank","2016-08-10"
"State Bank of India",28875372,34939549,63814921,616690.52,46798260,"(A) Public Sector Banks","2016-08-17"
"State Bank of India",6412590,1153006,7565596,117908.67,3810929,"(B) Regional Rural Bank","2016-08-17"
"State Bank of India",29271285,35285657,64556942,616708.27,47094819,"(A) Public Sector Banks","2016-08-24"
"State Bank of India",6451868,1160761,7612629,121260.27,3813183,"(B) Regional Rural Bank","2016-08-24"
"State Bank of India",29861065,35828183,65689248,627352.47,47550878,"(A) Public Sector Banks","2016-08-31"
"State Bank of India",6202543,1128054,7330597,120196.76,3816616,"(B) Regional Rural Bank","2016-08-31"
"State Bank of India",30143084,36096601,66239685,627367.47,47762167,"(A) Public Sector Banks","2016-09-07"
"State Bank of India",6488256,1174669,7662925,120987.71,3820094,"(B) Regional Rural Bank","2016-09-07"
"State Bank of India",30537710,36455794,66993504,642843.91,48053706,"(A) Public Sector Banks","2016-09-14"
"State Bank of India",6504671,1180767,7685438,122022.93,3049423,"(B) Regional Rural Bank","2016-09-14"
"State Bank of India",30968347,36837350,67805697,650976.95,48315314,"(A) Public Sector Banks","2016-09-21"
"State Bank of India",6518519,1183840,7702359,122847.25,3065440,"(B) Regional Rural Bank","2016-09-21"
"State Bank of India",31085247,36946831,68032078,650988.66,48342075,"(A) Public Sector Banks","2016-09-28"
"State Bank of India",6538007,1197933,7735940,124065.25,3067682,"(B) Regional Rural Bank","2016-09-28"
"State Bank of India",31878391,37704039,69582430,673695.86,49019669,"(A) Public Sector Banks","2016-10-05"
"State Bank of India",6561783,1205016,7766799,126003.92,3073045,"(B) Regional Rural Bank","2016-10-05"
"State Bank of India",32327468,38133367,70460835,681693.63,49369801,"(A) Public Sector Banks","2016-10-19"
"State Bank of India",6591308,1211764,7803072,127442.35,3076270,"(B) Regional Rural Bank","2016-10-19"
"State Bank of India",32596421,38386503,70982924,694410.04,49567622,"(A) Public Sector Banks","2016-10-26"
"State Bank of India",6607110,1215675,7822785,127587.33,3852634,"(B) Regional Rural Bank","2016-10-26"
"State Bank of India",32963802,38708013,71671815,699745.21,49831495,"(A) Public Sector Banks","2016-11-02"
"State Bank of India",6618941,1217179,7836120,128759.69,3854129,"(B) Regional Rural Bank","2016-11-02"
"State Bank of India",33189084,38901320,72090404,704099.46,50009551,"(A) Public Sector Banks","2016-11-09"
"State Bank of India",6627365,1220193,7847558,130073.6,3857007,"(B) Regional Rural Bank","2016-11-09"
"State Bank of India",33281233,38985460,72266693,867864.45,50087329,"(A) Public Sector Banks","2016-11-16"
