Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Jammu & Kashmir Bank Ltd",78060,14924,92984,3356.77,17272,"(B) Regional Rural Bank","2016-11-02"
"Jammu & Kashmir Bank Ltd",1205965,123863,1329828,35847.24,1133720,"(C) Major Private Banks","2016-11-02"
"Jammu & Kashmir Bank Ltd",78060,14924,92984,3356.77,17272,"(B) Regional Rural Bank","2016-11-09"
"Jammu & Kashmir Bank Ltd",1205965,123863,1329828,35847.24,1133720,"(C) Major Private Banks","2016-11-09"
"Jammu & Kashmir Bank Ltd",79342,15419,94761,5337.47,17455,"(B) Regional Rural Bank","2016-11-16"
"Jammu & Kashmir Bank Ltd",1165911,114685,1280596,60390.37,1133720,"(C) Major Private Banks","2016-11-16"
"Jammu & Kashmir Bank Ltd",79683,15498,95181,5645.37,17480,"(B) Regional Rural Bank","2016-11-23"
"Jammu & Kashmir Bank Ltd",1157257,113488,1270745,63183.61,1133720,"(C) Major Private Banks","2016-11-23"
"Jammu & Kashmir Bank Ltd",82624,14485,97109,5603.5,17538,"(B) Regional Rural Bank","2016-11-30"
"Jammu & Kashmir Bank Ltd",1149901,113494,1263395,62842.29,1133720,"(C) Major Private Banks","2016-11-30"
"Jammu & Kashmir Bank Ltd",82880,14581,97461,5436.49,17555,"(B) Regional Rural Bank","2016-12-07"
"Jammu & Kashmir Bank Ltd",1139617,113417,1253034,62368.61,1133720,"(C) Major Private Banks","2016-12-07"
"Jammu & Kashmir Bank Ltd",83103,14693,97796,5324.87,17562,"(B) Regional Rural Bank","2016-12-14"
"Jammu & Kashmir Bank Ltd",1119973,113025,1232998,61451.21,1133720,"(C) Major Private Banks","2016-12-14"
"Jammu & Kashmir Bank Ltd",83495,14794,98289,5305.93,17570,"(B) Regional Rural Bank","2016-12-21"
"Jammu & Kashmir Bank Ltd",1100142,112644,1212786,60155.59,1133720,"(C) Major Private Banks","2016-12-21"
"Jammu & Kashmir Bank Ltd",83770,14865,98635,5193.63,17574,"(B) Regional Rural Bank","2016-12-28"
"Jammu & Kashmir Bank Ltd",1088919,112263,1201182,59590.95,1133720,"(C) Major Private Banks","2016-12-28"
"Jammu & Kashmir Bank Ltd",84127,14962,99089,5088,17583,"(B) Regional Rural Bank","2017-01-04"
"Jammu & Kashmir Bank Ltd",1079086,111414,1190500,58850.2,1133720,"(C) Major Private Banks","2017-01-04"
"Jammu & Kashmir Bank Ltd",84337,15015,99352,5049.39,17604,"(B) Regional Rural Bank","2017-01-11"
"Jammu & Kashmir Bank Ltd",1059035,109713,1168748,58388.32,1133720,"(C) Major Private Banks","2017-01-11"
"Jammu & Kashmir Bank Ltd",84538,15048,99586,4991.34,17618,"(B) Regional Rural Bank","2017-01-18"
"Jammu & Kashmir Bank Ltd",1293665,127882,1421547,58006.61,1133720,"(C) Major Private Banks","2017-01-18"
