Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Bikaner & Jaipur",1928375,1857525,3785900,102714.58,3266299,"(A) Public Sector Banks","2016-08-31"
"State Bank of Bikaner & Jaipur",2095434,47203,2142637,32925.65,1307221,"(B) Regional Rural Bank","2016-08-31"
"State Bank of Bikaner & Jaipur",1932453,1861444,3793897,104555.9,3266486,"(A) Public Sector Banks","2016-09-07"
"State Bank of Bikaner & Jaipur",2103035,47420,2150455,33122.07,1307281,"(B) Regional Rural Bank","2016-09-07"
"State Bank of Bikaner & Jaipur",1935613,1863789,3799402,106524.28,3265783,"(A) Public Sector Banks","2016-09-14"
"State Bank of Bikaner & Jaipur",2111309,47688,2158997,33269.31,1307371,"(B) Regional Rural Bank","2016-09-14"
"State Bank of Bikaner & Jaipur",1940971,1867826,3808797,106280.49,3265263,"(A) Public Sector Banks","2016-09-21"
"State Bank of Bikaner & Jaipur",2121866,48049,2169915,33757.08,1307472,"(B) Regional Rural Bank","2016-09-21"
"State Bank of Bikaner & Jaipur",1944992,1871423,3816415,105316.42,3264931,"(A) Public Sector Banks","2016-09-28"
"State Bank of Bikaner & Jaipur",2130229,48293,2178522,34021.11,1307510,"(B) Regional Rural Bank","2016-09-28"
"State Bank of Bikaner & Jaipur",1948430,1873934,3822364,107197.19,3264725,"(A) Public Sector Banks","2016-10-05"
"State Bank of Bikaner & Jaipur",2138583,48612,2187195,34349,1307942,"(B) Regional Rural Bank","2016-10-05"
"State Bank of Bikaner & Jaipur",1953947,1877872,3831819,106562.33,3264234,"(A) Public Sector Banks","2016-10-19"
"State Bank of Bikaner & Jaipur",2148379,48916,2197295,34663.93,1308228,"(B) Regional Rural Bank","2016-10-19"
"State Bank of Bikaner & Jaipur",1956882,1880366,3837248,106707.79,3264941,"(A) Public Sector Banks","2016-10-26"
"State Bank of Bikaner & Jaipur",2152909,49094,2202003,34899.92,1308353,"(B) Regional Rural Bank","2016-10-26"
"State Bank of Bikaner & Jaipur",1958286,1881694,3839980,107734.69,3264658,"(A) Public Sector Banks","2016-11-02"
"State Bank of Bikaner & Jaipur",2156808,49193,2206001,35091.02,1308374,"(B) Regional Rural Bank","2016-11-02"
"State Bank of Bikaner & Jaipur",1960401,1883568,3843969,107987.81,3264341,"(A) Public Sector Banks","2016-11-09"
"State Bank of Bikaner & Jaipur",2162208,49404,2211612,35276.94,1308412,"(B) Regional Rural Bank","2016-11-09"
"State Bank of Bikaner & Jaipur",1960682,1884168,3844850,151779.78,3264125,"(A) Public Sector Banks","2016-11-16"
