Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Mysore",823126,224492,1047618,15853.91,860836,"(A) Public Sector Banks","2016-12-14"
"State Bank of Mysore",280778,85115,365893,16771.03,315953,"(B) Regional Rural Bank","2016-12-14"
"State Bank of Mysore",831834,225530,1057364,15440.82,865421,"(A) Public Sector Banks","2016-12-21"
"State Bank of Mysore",280710,85300,366010,16073.98,315193,"(B) Regional Rural Bank","2016-12-21"
"State Bank of Mysore",834972,226140,1061112,15369.19,868506,"(A) Public Sector Banks","2016-12-28"
"State Bank of Mysore",280880,85615,366495,15744.25,312928,"(B) Regional Rural Bank","2016-12-28"
"State Bank of Mysore",840607,226610,1067217,15014.62,872943,"(A) Public Sector Banks","2017-01-04"
"State Bank of Mysore",285004,81792,366796,15259.22,310464,"(B) Regional Rural Bank","2017-01-04"
"State Bank of Mysore",846763,227260,1074023,14900,879890,"(A) Public Sector Banks","2017-01-11"
"State Bank of Mysore",285007,81961,366968,14734.14,309479,"(B) Regional Rural Bank","2017-01-11"
"State Bank of Mysore",850895,227851,1078746,14727.62,883804,"(A) Public Sector Banks","2017-01-18"
"State Bank of Mysore",285409,81668,367077,14431.89,308331,"(B) Regional Rural Bank","2017-01-18"
"State Bank of Mysore",855020,228605,1083625,14631.47,887932,"(A) Public Sector Banks","2017-01-25"
"State Bank of Mysore",286151,81116,367267,14070.91,307629,"(B) Regional Rural Bank","2017-01-25"
"State Bank of Mysore",859614,228833,1088447,14491.85,891393,"(A) Public Sector Banks","2017-02-01"
"State Bank of Mysore",286562,81233,367795,13795.73,307771,"(B) Regional Rural Bank","2017-02-01"
"State Bank of Mysore",864259,229362,1093621,14311.08,894637,"(A) Public Sector Banks","2017-02-08"
"State Bank of Mysore",286916,80920,367836,13314.91,308088,"(B) Regional Rural Bank","2017-02-08"
"State Bank of Mysore",871047,230008,1101055,14145.02,900504,"(A) Public Sector Banks","2017-02-22"
"State Bank of Mysore",291064,76819,367883,12865.09,308809,"(B) Regional Rural Bank","2017-02-22"
"State Bank of Mysore",872662,230112,1102774,14166.27,902105,"(A) Public Sector Banks","2017-03-01"
"State Bank of Mysore",291322,77047,368369,12618.77,308927,"(B) Regional Rural Bank","2017-03-01"
"State Bank of Mysore",873681,230411,1104092,13902.77,905143,"(A) Public Sector Banks","2017-03-08"
"State Bank of Mysore",291128,77155,368283,12228.54,309072,"(B) Regional Rural Bank","2017-03-08"
"State Bank of Mysore",879436,230557,1109993,13936.96,907593,"(A) Public Sector Banks","2017-03-15"
"State Bank of Mysore",290957,77280,368237,12046.82,309239,"(B) Regional Rural Bank","2017-03-15"
"State Bank of Mysore",879436,230557,1109993,14388.11,907593,"(A) Public Sector Banks","2017-03-22"
"State Bank of Mysore",290966,77241,368207,12114.36,309288,"(B) Regional Rural Bank","2017-03-22"
"State Bank of Mysore",884360,230857,1115217,14705.36,911034,"(A) Public Sector Banks","2017-03-29"
"State Bank of Mysore",290971,77209,368180,12332.47,309346,"(B) Regional Rural Bank","2017-03-29"
"State Bank of Mysore",884360,230857,1115217,14705.36,911034,"(A) Public Sector Banks","2017-04-05"
"State Bank of Mysore",290971,77209,368180,12332.47,309346,"(B) Regional Rural Bank","2017-04-05"
