Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Patiala",51983,672,52655,1296.78,36789,"(B) Regional Rural Bank","2016-11-09"
"State Bank of Patiala",426652,783254,1209906,32777.7,1143133,"(A) Public Sector Banks","2016-11-16"
"State Bank of Patiala",52118,672,52790,2226.94,36789,"(B) Regional Rural Bank","2016-11-16"
"State Bank of Patiala",426660,783258,1209918,36655.04,1143135,"(A) Public Sector Banks","2016-11-23"
"State Bank of Patiala",52233,672,52905,2555.73,36789,"(B) Regional Rural Bank","2016-11-23"
"State Bank of Patiala",442091,713971,1156062,28780.98,1043324,"(A) Public Sector Banks","2016-11-30"
"State Bank of Patiala",52518,672,53190,2642.13,36789,"(B) Regional Rural Bank","2016-11-30"
"State Bank of Patiala",442705,715233,1157938,28468.87,1043324,"(A) Public Sector Banks","2016-12-07"
"State Bank of Patiala",52779,672,53451,2688.77,36789,"(B) Regional Rural Bank","2016-12-07"
"State Bank of Patiala",442705,715233,1157938,28468.87,1043324,"(A) Public Sector Banks","2016-12-14"
"State Bank of Patiala",52981,672,53653,2683.63,36797,"(B) Regional Rural Bank","2016-12-14"
"State Bank of Patiala",448696,724364,1173060,27728.36,1043324,"(A) Public Sector Banks","2016-12-21"
"State Bank of Patiala",53296,672,53968,2603,36797,"(B) Regional Rural Bank","2016-12-21"
"State Bank of Patiala",457319,724272,1181591,27135.5,1043324,"(A) Public Sector Banks","2016-12-28"
"State Bank of Patiala",53660,672,54332,2670.86,36797,"(B) Regional Rural Bank","2016-12-28"
"State Bank of Patiala",461909,730544,1192453,26138.38,1043324,"(A) Public Sector Banks","2017-01-04"
"State Bank of Patiala",53950,672,54622,2561.83,36803,"(B) Regional Rural Bank","2017-01-04"
"State Bank of Patiala",466426,739018,1205444,25963.28,1043324,"(A) Public Sector Banks","2017-01-11"
"State Bank of Patiala",54131,672,54803,2477.03,36803,"(B) Regional Rural Bank","2017-01-11"
"State Bank of Patiala",468212,742860,1211072,25188.98,1043541,"(A) Public Sector Banks","2017-01-18"
"State Bank of Patiala",54339,672,55011,2401.79,36803,"(B) Regional Rural Bank","2017-01-18"
"State Bank of Patiala",468212,742860,1211072,25188.98,1043541,"(A) Public Sector Banks","2017-01-25"
"State Bank of Patiala",54339,672,55011,2401.79,36803,"(B) Regional Rural Bank","2017-01-25"
"State Bank of Patiala",471485,749262,1220747,24107.16,1045828,"(A) Public Sector Banks","2017-02-01"
"State Bank of Patiala",54627,672,55299,2263.69,48268,"(B) Regional Rural Bank","2017-02-01"
"State Bank of Patiala",473588,752454,1226042,23643.54,1045828,"(A) Public Sector Banks","2017-02-08"
"State Bank of Patiala",54636,672,55308,2208.22,48268,"(B) Regional Rural Bank","2017-02-08"
"State Bank of Patiala",439276,793999,1233275,23347.56,1048546,"(A) Public Sector Banks","2017-02-22"
"State Bank of Patiala",54672,672,55344,1997.15,48268,"(B) Regional Rural Bank","2017-02-22"
"State Bank of Patiala",440588,796282,1236870,23003.4,1050339,"(A) Public Sector Banks","2017-03-01"
"State Bank of Patiala",54679,672,55351,1974.98,48268,"(B) Regional Rural Bank","2017-03-01"
"State Bank of Patiala",441595,797680,1239275,22854.93,1051205,"(A) Public Sector Banks","2017-03-08"
"State Bank of Patiala",54687,672,55359,1865,48268,"(B) Regional Rural Bank","2017-03-08"
"State Bank of Patiala",443925,797903,1241828,22807.83,1051205,"(A) Public Sector Banks","2017-03-15"
"State Bank of Patiala",54687,672,55359,1865,48268,"(B) Regional Rural Bank","2017-03-15"
"State Bank of Patiala",443564,797700,1241264,22772.58,1052050,"(A) Public Sector Banks","2017-03-22"
"State Bank of Patiala",54698,672,55370,1770.44,48268,"(B) Regional Rural Bank","2017-03-22"
"State Bank of Patiala",444056,798097,1242153,23240.55,1052050,"(A) Public Sector Banks","2017-03-29"
"State Bank of Patiala",54698,672,55370,1743.22,48268,"(B) Regional Rural Bank","2017-03-29"
"State Bank of Patiala",444251,797838,1242089,23013.19,1052050,"(A) Public Sector Banks","2017-04-05"
"State Bank of Patiala",54698,672,55370,1780.37,48268,"(B) Regional Rural Bank","2017-04-05"
