Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Canara Bank",5076875,2304447,7381322,129227.81,7053890,"(A) Public Sector Banks","2016-03-09"
"Canara Bank",546612,377682,924294,21357.89,924294,"(B) Regional Rural Bank","2016-03-09"
"Canara Bank",5088703,2295417,7384120,129364.28,7044931,"(A) Public Sector Banks","2016-03-16"
"Canara Bank",547716,378396,926112,21361.66,926112,"(B) Regional Rural Bank","2016-03-16"
"Canara Bank",5103735,2299906,7403641,130216.74,7048024,"(A) Public Sector Banks","2016-03-23"
"Canara Bank",549058,379286,928344,21385.45,928271,"(B) Regional Rural Bank","2016-03-23"
"Canara Bank",5113634,2302240,7415874,131345.49,7050320,"(A) Public Sector Banks","2016-03-30"
"Canara Bank",550382,380154,930536,21394.52,930536,"(B) Regional Rural Bank","2016-03-30"
"Canara Bank",5127838,2316584,7444422,133579.54,7062862,"(A) Public Sector Banks","2016-04-06"
"Canara Bank",553754,381441,935195,21400.16,935195,"(B) Regional Rural Bank","2016-04-06"
"Canara Bank",5139385,2319726,7459111,133264.56,7062862,"(A) Public Sector Banks","2016-04-13"
"Canara Bank",555116,382329,937445,21402.51,937445,"(B) Regional Rural Bank","2016-04-13"
"Canara Bank",5132217,2334710,7466927,131597.18,7070766,"(A) Public Sector Banks","2016-04-20"
"Canara Bank",556862,383464,940326,21403.8,940326,"(B) Regional Rural Bank","2016-04-20"
"Canara Bank",5139050,2337376,7476426,131566.53,7075673,"(A) Public Sector Banks","2016-04-27"
"Canara Bank",558185,384320,942505,21404.67,942505,"(B) Regional Rural Bank","2016-04-27"
"Canara Bank",5139050,2337376,7476426,131566.53,7075673,"(A) Public Sector Banks","2016-05-04"
"Canara Bank",559441,385115,944556,21405.22,944556,"(B) Regional Rural Bank","2016-05-04"
"Canara Bank",5157419,2339624,7497043,135191.27,7080481,"(A) Public Sector Banks","2016-05-11"
"Canara Bank",561692,386560,948252,21408,948252,"(B) Regional Rural Bank","2016-05-11"
"Canara Bank",5165859,2345254,7511113,134760.35,7083971,"(A) Public Sector Banks","2016-05-18"
"Canara Bank",562608,387144,949752,21408.68,949752,"(B) Regional Rural Bank","2016-05-18"
"Canara Bank",5176529,2349643,7526172,133802.13,7089264,"(A) Public Sector Banks","2016-05-25"
"Canara Bank",564606,388419,953025,21410.66,953025,"(B) Regional Rural Bank","2016-05-25"
"Canara Bank",5187508,2353665,7541173,133510.71,7094603,"(A) Public Sector Banks","2016-06-01"
"Canara Bank",566099,389377,955476,21414.9,955476,"(B) Regional Rural Bank","2016-06-01"
